PubMed_IDs_TP,PMC_IDs_TP
"38201217, 38047281, 37828118, 37674017, 37470057, 37130522, 37028427, 36758207, 36704753, 36685549, 36103746, 35430299, 35406786, 35143312, 34580428, 34146908, 33832859, 33469015, 33406722, 33080014, 38089584, 37954617, 37790460, 37781631, 37653265, 37503341, 37492578, 37465668, 37453064, 37286599, 37251386, 36972796, 36946983, 36918189, 36880999, 36866043, 36807146, 36792123, 36741401, 36685557, 38054006, 38019655, 37863812, 36758378, 36162919, 35998585, 34081922, 33980589, 33625943, 33531713, 33349708, 32640051, 32117205, 31974758, 31157930, 30337411, 30260317, 29996102, 29713321, 29425504","10800578, 10800207, 10797776, 10796354, 10795475, 10794557, 10786686, 10786629, 10780906, 10779093, 10778919, 10777963, 10773633, 10772641, 10770587, 10770264, 10770260, 10770169, 10770137, 10770074"
"38237727, 38236413, 38235438, 38224371, 38201568, 38170178, 38115685, 38048944, 38047257, 38043039, 38036289, 38022633, 37999132, 37998391, 37974524, 37927614, 37925066, 37902466, 37890355, 37877303, 38247992, 38243388, 38239642, 38237727, 38236413, 38235438, 38224371, 38213330, 38201568, 38192502, 38181249, 38175436, 38157308, 38152012, 38115685, 38088788, 38073864, 38067371, 38051830, 38048944, 34115827, 38175436, 38090582, 38036289, 38015484, 37999132, 37971624, 37950994, 37948573, 37919795, 37919137, 37883980, 37845021, 37841001, 37830594, 37810974, 37802757, 37700809, 37669110, 37654486, 37648672","10801111, 10800300, 10800207, 10800157, 10798865, 10798365, 10797776, 10796631, 10796567, 10795779, 10794624, 10794557, 10794526, 10793686, 10793679, 10791026, 10786686, 10786629, 10785269, 10785015, 10800310, 10800157, 10799925, 10795779, 10794557, 10793686, 10791026, 10790632, 10789030, 10789024, 10786686, 10786629, 10780434, 10779203, 10778654, 10778104, 10778076, 10777963, 10776420, 10774140"
"38254829, 38254742, 38246566, 38246194, 38243078, 38236249, 38234360, 38225106, 38217840, 38212945, 38212124, 38203846, 38201618, 38200779, 38197138, 38193381, 38192613, 38189627, 38188483, 38188465, 38257366, 38255322, 38254829, 38254742, 38251783, 38243705, 38243170, 38238030, 38228729, 38225106, 38225103, 38215748, 38214075, 38212126, 38203670, 38203586, 38201559, 38201238, 38199384, 38193476, 38259453, 38062129, 37918715, 37848682, 37768208, 37743772, 37727793, 37723642, 37723590, 37716165, 37713507, 37654972, 37651886, 37639020, 37573685, 37539479, 37446081, 37427589, 37401875, 37373038, 38259475, 38258342, 38258042, 38256455, 38254829, 38254742, 38252910, 38248787, 38248113, 38246194, 38243078, 38238578, 38237304, 38236249, 38233101, 38232612, 38226313, 38225106, 38222108, 38217840","10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800157, 10800091, 10799925, 10798911, 10798865, 10798365, 10797776, 10797657, 10797652, 10796980, 10796650, 10796567, 10796354, 10795779, 10800300, 10800157, 10799925, 10799834, 10797776, 10796631, 10796567, 10795779, 10795475, 10794845, 10794557, 10793686, 10793679, 10790632, 10789030, 10786686, 10786629, 10783791, 10781698, 10780906"
"38184500, 38173174, 38163708, 38157451, 38110964, 38078699, 38069446, 38068850, 38039189, 38023976, 38010872, 37976650, 37936449, 37930276, 37901448, 37898288, 37891965, 37876938, 37850313, 37842912, 38158691, 38147604, 38133321, 38124090, 38094217, 38078655, 38059748, 38038481, 38038385, 38005855, 37990426, 37971273, 37940667, 37897434, 37861390, 37774039, 37772795, 37771255, 37739064, 37734419, 38203712, 37049536, 36881831, 36459135, 36323781, 34957435, 34386321, 33629196, 33086747, 32779098, 32194242, 31067701, 30619314, 30228258, 30209212, 29540593, 27098414, 27029237, 25849893, 25533952, 38158691, 38147604, 38124090, 38094217, 38078655, 38059748, 38038481, 38005855, 37990426, 37971273, 37940667, 37897434, 37861390, 37774039, 37772795, 37771255, 37739064, 37734419, 37732778, 37723664, 38184500, 38173174, 38163708, 38157451, 38111669, 38110964, 38078699, 38069446, 38068850, 38061600, 38047401, 38039189, 38024826, 38023976, 38010872, 38006619, 38001042, 38000581, 37976650, 37959758","10801111, 10800578, 10800310, 10800207, 10799834, 10799607, 10798370, 10797776, 10797657, 10796730, 10796567, 10795779, 10794815, 10794781, 10794557, 10794526, 10794235, 10793097, 10791926, 10788454, 10801111, 10800310, 10800207, 10799925, 10798865, 10797776, 10797570, 10796631, 10795742, 10795475, 10794815, 10794624, 10794557, 10794555, 10794235, 10793679, 10790632, 10786686, 10785269, 10780763, 10783791, 10772641, 10769428, 10758001, 10757213, 10722742, 10700720, 10778721, 10761908, 10740793, 9994512, 10693715, 10683179, 10668026, 10662325, 10636175, 10626463, 10615769, 10574116, 10497413, 10708094, 10673612, 10294761, 10454503, 10436497, 10059722, 9995988, 10117117, 9820724, 9493362, 9048412, 8773335, 8777792, 8607755, 8465708, 8431144, 8421528, 8162569, 8147483, 8032791, 10597704, 10221771, 9965155, 9629502, 9821173, 9309365, 8635272, 8468683, 8198195, 8147483, 7038607, 6355528, 6546335, 6036138, 5156508, 4877380, 4316758, 4112894, 3811233, 3688706, 10778654, 10766654, 10756490, 10742859, 10724573, 10716308, 10715246, 10708094, 10800223, 10767518, 10761908, 10750769, 10731797, 10730202, 10727943, 10669621, 10663262, 10658534, 10656483, 10645063, 10770587, 10767459, 10741066, 10746045, 10626506, 10574807, 10526165, 10490001, 10472308, 10469693, 10448034, 10437046, 10421492, 10406561, 10380941, 10374224, 10359331, 10332195, 10323664, 10664581, 10801111, 10800310, 10800207, 10798865, 10797776, 10797570, 10796631, 10795475, 10794815, 10794624, 10794557, 10794555, 10793679, 10790632, 10786686, 10785269, 10780763, 10780092, 10779093, 10778919, 10803162, 10802180, 10802017, 10801734, 10801633, 10801599, 10801200, 10801111, 10800663, 10800605, 10800578, 10800513, 10800310, 10800207, 10800178, 10799902, 10799834, 10799778, 10799621, 10799607"
"38163085, 36758520, 36280324, 36037202, 34183837, 34152311, 33686787, 32673694, 32004754, 31056700, 30109253, 27196580, 26125937, 38124090, 37272555, 37214858, 37110329, 36779280, 36639805, 36521055, 36461605, 36378498, 35910380, 35417687, 35416187, 35209104, 34876680, 34158863, 34144192, 33167889, 33052690, 33042131, 32947881, 38258906, 38255320, 38255150, 38219386, 38203747, 38203712, 38194476, 38191834, 38181823, 38172977, 38168274, 38165179, 38164789, 38154276, 38140314, 38124090, 38113690, 38112525, 38098663, 38096941","10799925, 10795779, 10794557, 10790211, 10773633, 10771839, 10770264, 10761154, 10760143, 10744055, 10714804, 10704666, 10692378, 10800223, 10793094, 10791167, 10787791, 10781727, 10778672, 10773664, 10800310, 10800300, 10797776, 10797652, 10795779, 10794815, 10794624, 10794557, 10794555, 10794235, 10791998, 10790632, 10790211, 10785269, 10785090, 10785015, 10780634, 10780434, 10780092, 10779093, 10801516, 10801111, 10800300, 10800207, 10800091, 10799834, 10798865, 10797776, 10797652, 10796730, 10796631, 10796567, 10796354, 10795779, 10795475, 10794815, 10794557, 10794555, 10794235, 10793679"
"36219554, 35965094, 35799795, 35351615, 34200555, 32219260, 19587641, 36993463, 37898344, 38181823, 38165179, 38124090, 38112525, 38091316, 38035969, 37752225, 37741962, 37676484, 37586618, 37536035, 37467722, 37298151, 37220071, 37183784, 37114045, 37107423, 36788014, 36779280, 36742168","10730217, 10716256, 10800420, 10779236, 10778838, 10778222, 10777064, 10769215, 10742272, 10741039, 10740531, 10688791, 10679229, 10669616, 10545787, 10486300, 10485265, 10476577, 10435467, 10377354, 9708443, 9063679, 7705438, 8211394, 6876493, 6778823, 6430903, 6777611, 5787188, 5508335, 10716368, 8539934, 7463038, 10779938, 10757477, 10725739, 10723093, 10708184, 10706629, 10780391, 10779792, 10762022, 10731872, 10683508, 10679229, 10663262, 10618321, 10616093, 10602912, 10580657, 10541879, 10456773, 10439400, 10493557, 10406440, 10298078, 10273058, 10606836, 10311582, 10302286, 10301429, 10049314, 9920414, 9965155, 9909292, 9881416, 9697819, 9708346, 9572914, 9559486, 9536736, 9508608, 9414019, 10800091, 10708184, 10791971, 10780736, 10780391, 10764195, 10763920, 10762022, 10742272, 10741094, 10710489, 10693577, 10663262, 10652397, 10633958, 10620747, 10611514, 10594787, 10594506, 10541879, 10779093, 10758001, 10721521, 10720437, 10800420, 10792991, 10780391, 10763270, 10763102, 10758051, 10747691, 10702737, 10687997, 10680479, 10674712, 10662072, 10658571, 10624751, 10623793, 10604939, 10797776, 10794526, 10780634, 10779093, 10778919, 10778076, 10772641, 10771839, 10770587, 10770137, 10766776, 10766395, 10763643, 10758498, 10757607, 10746067, 10746064, 10745996, 10745369, 10745050"
"38151490, 37868958, 37807005, 37400966, 36965240, 36076974, 35711544, 35409260, 35237276, 35159265, 35013389, 34542110, 33974360, 32780927, 32498703, 31819956, 31810607, 31806959, 31624009, 31337664, 38037542, 37392516, 36687706, 36501176, 34358323, 33971327, 31071294, 30223557, 28827082, 25209655, 38037542, 34358323, 33906557, 30611738, 11409160, 25895111, 25895111, 38151490, 37400966, 35903457, 35567156, 35215407, 35071544, 32295122, 31444155, 31112045, 29895146, 26286798, 24837962, 22912451, 22273277, 38199196, 38037542, 37894161, 37808673, 37789859, 37737730, 37728335, 37695076, 37505920, 37446750, 37392516, 37334498, 37009872, 37002889, 36915680, 36766753, 36501176, 36362012, 36270402, 36054683, 37737730, 37678712, 36915476, 36531462, 36054683, 35704337, 35687195, 35678187, 35253754, 35158177, 34177935, 33903148, 32122428, 31782595, 31645659, 31269758, 31152791, 31138673, 31035309, 22046124, 38243570, 38240858, 38231454, 38220436, 38213043, 38212016, 38203735, 38202742, 38201099, 38191106, 38191032, 38189231, 38164088, 38162477, 38151490, 38147737, 38139152, 38135233, 38132330, 38129043","10800578, 10799834, 10797776, 10794235, 10782214, 10780634, 10780434, 10779093, 10778640, 10772641, 10771111, 10768268, 10766654, 10766425, 10763382, 10753798, 10745369, 10744591, 10744307, 10743570, 10784143, 10778640, 10721521, 10703168, 10787879, 10767518, 10754816, 10752947, 10726634, 10712199, 10694275, 10688800, 10685249, 10683508, 10679229, 10671771, 10651900, 10626005, 10581039, 10573814, 10778640, 10731290, 10721521, 10707203, 10703887, 10792991, 10767518, 10758101, 10741078, 10734691, 10692205, 10688800, 10688791, 10679229, 10636641, 10626005, 10619153, 10607139, 10599643, 10584985, 10721521, 10787879, 10767518, 10754816, 10752947, 10694275, 10688800, 10688791, 10683508, 10679229, 10671771, 10651900, 10642255, 10588787, 10581039, 10573814, 10526165, 10499599, 10435467, 10433767, 10800207, 10626005, 10581039, 10492581, 10320374, 10215163, 10577123, 10537710, 10490865, 10488995, 10069620, 10056535, 9920731, 10097931, 10095194, 10080676, 10076029, 10005901, 9917337, 9855960, 10785269, 10780757, 10780634, 10780463, 10780434, 10773886, 10766654, 10763846, 10763382, 10745951, 10745369, 10740837, 10734970, 10734470, 10725973, 10724633, 10721521, 10641632, 10705213, 10701328, 10801633, 10801044, 10799847, 10794775, 10791663, 10784143, 10782710, 10782555, 10782058, 10781618, 10780698, 10780320, 10779569, 10779284, 10778640, 10776610, 10775380, 10773723, 10772480, 10766781, 10801633, 10801044, 10784143, 10782710, 10782555, 10782058, 10781618, 10780698, 10780320, 10779569, 10779284, 10776610, 10776322, 10773723, 10773338, 10772480, 10770624, 10764474, 10758184, 10757665, 10801599, 10801252, 10800916, 10800850, 10800185, 10799838, 10799384, 10798699, 10798593, 10798428, 10798375, 10798251, 10797988, 10797201, 10797148, 10796197, 10795918, 10795375, 10795055, 10794975, 10423824, 10355325, 10273058, 10248800, 10216541, 10455619, 10420791, 10384393, 10348483, 10341908, 10341288, 10244655, 10230107, 10222262, 10219598, 10185446, 10173096, 10152985, 10144239, 10135089"
"37873588, 37792768, 37499955, 37349047, 36735734, 35729638, 35150406, 34528668, 33921758, 33857511, 32698861, 31779136, 31234447, 30666957, 30352258, 29635868, 29556726, 29295622, 29922668, 27672284, 38257172, 38244236, 38151490, 38107848, 38102104, 38095449, 38077158, 38068838, 38008696, 37982439, 37978895, 37935653, 37903378, 37901813, 37868958, 37841565, 37836432, 37813835, 37771255, 37742727, 38151490, 37957831, 37903378, 37886485, 37885336, 37873588, 37841565, 37734910, 37479833, 37476672, 37374030, 37370812, 37349047, 37139278, 37081371, 36984818, 36933563, 36917032, 36759757, 36739756, 33857511, 25533952, 35503250, 33172329, 25533952, 17016496, 38257283, 38255781, 38254678, 38254432, 38247008, 38245554, 38244701, 38244236, 38242179, 38236446, 38235147, 38234014, 38233990, 38221963, 38219703, 38218423, 38216746, 38216112, 38216004, 38213620","10800207, 10800196, 10799834, 10798911, 10798365, 10796730, 10794557, 10792149, 10791998, 10790211, 10785688, 10783791, 10780634, 10780434, 10779093, 10772641, 10767459, 10766654, 10764504, 10763643, 10801516, 10801111, 10800578, 10800300, 10800207, 10800157, 10798365, 10797776, 10797657, 10796650, 10796567, 10795779, 10795475, 10794557, 10794555, 10794526, 10794235, 10793679, 10792149, 10791998, 10801516, 10800207, 10800157, 10799834, 10798911, 10798365, 10797657, 10796650, 10796354, 10794557, 10794526, 10794235, 10793686, 10791998, 10789024, 10785688, 10782630, 10782214, 10780634, 10780463, 10763354, 10756522, 10740837, 10700720, 10694575, 10762271, 10761908, 10750769, 10749315, 10710744, 10706401, 10688800, 10671191, 10650475, 10628233, 10622781, 10595025, 10607853, 10545882, 10523161, 10744591, 10740837, 10704735, 10545882, 10535911, 10491916, 10342291, 10324434, 10319900, 10636580, 10625986, 10622806, 10585811, 10468370, 10310354, 10303833, 10230949, 10203271, 10152985, 10079265, 10753798, 10742859, 10740837, 10730149, 10727350, 10719430, 10709986, 10707203, 10706953, 10703311, 10688821, 10796267, 10781727, 10758035, 10730168, 10704735, 10687997, 10680479, 10637045, 10622781, 10802810, 10802798, 10802683, 10802103, 10802069, 10801906, 10801670, 10801662, 10801660, 10801516, 10801499, 10801329, 10801200, 10801111, 10801034, 10801022, 10800938, 10800916, 10800910, 10800824"
"38257863, 38225565, 38168315, 38154276, 38151490, 38054580, 38052229, 38038385, 38034829, 38019873, 37949638, 37932270, 37882604, 37868984, 37805634, 37791426, 37774039, 37734910, 37659505, 37512838, 38257863, 38255150, 38238335, 38233198, 38230664, 38227799, 38225565, 38203747, 38181823, 38177086, 38175472, 38168315, 38168274, 38168138, 38156964, 38154276, 38145785, 38140362, 38138026, 38133321, 38168315, 38059752, 38025434, 37602969, 37385587, 37324319, 37248173, 37108484, 36993324, 36814443, 36755569, 36735955, 36698146, 36363782, 36104776, 36038634, 35479407, 35328382, 35303419, 35288651, 38257863, 38255916, 38238335, 38225565, 38203747, 38203712, 38181823, 38168315, 38163708, 38156964, 38154276, 38151490, 38141180, 38137947, 38095449, 38057218, 38054580, 38052229, 38044504, 38038385","10800578, 10800207, 10800157, 10800091, 10799925, 10798365, 10797652, 10794815, 10794555, 10790632, 10789030, 10786686, 10786629, 10780757, 10780092, 10779093, 10778919, 10778484, 10778076, 10777040, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800196, 10800157, 10800091, 10800089, 10799925, 10799834, 10798911, 10798865, 10798862, 10798365, 10797657, 10797652, 10796980, 10796730, 10800300, 10800207, 10799834, 10797776, 10797657, 10796631, 10795779, 10795475, 10794624, 10793686, 10791998, 10791026, 10786686, 10786629, 10785015, 10783791, 10780757, 10780463, 10779093, 10778902, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800157, 10800091, 10799925, 10798911, 10798865, 10798862, 10798365, 10797776, 10797657, 10797652, 10796980, 10796730, 10796650, 10796567"
"38258906, 38151490, 38070244, 38065263, 37882738, 37881499, 37815870, 37635357, 37586618, 37553378, 37489647, 37366241, 37202830, 37175861, 37138536, 37049400, 37036595, 36973501, 36965240, 36941128, 36037202, 35901721, 37461973, 30561409, 29037938, 38258906, 38255916, 38130639, 38106420, 38070244, 38026194, 37901448, 37881499, 37875976, 37859409, 37765299, 37747308, 37649894, 37553378, 37386288, 37202830, 37062174, 37030558, 36973501, 36965240","10801516, 10801111, 10800091, 10797776, 10796980, 10796354, 10795475, 10794815, 10794557, 10794555, 10790632, 10789030, 10785930, 10785269, 10785090, 10780906, 10780634, 10780463, 10780092, 10779093, 10800207, 10770501, 10753798, 10725171, 10720437, 10800223, 10763102, 10761908, 10707896, 10705671, 10645889, 10626506, 10622742, 10595025, 10594506, 10580657, 10571700, 10563500, 10526757, 10487966, 10767319, 10745617, 10730201, 10724268, 10714804, 10699683, 10732064, 10707896, 10688830, 10628916, 10538221, 10535955, 10539709, 10443962, 10313905, 10636580, 10635149, 10304194, 10272687, 10268441, 10800207, 10798865, 10797776, 10796567, 10795779, 10795475, 10794555, 10791998, 10790632, 10790211, 10789030, 10785269, 10785090, 10780634, 10780463, 10780092, 10779938, 10779093, 10778654, 10778579"
"37875976, 37865178, 37817517, 37586618, 35951774, 35499059, 35371619, 35370998, 33912578, 33686787, 33498377, 28389570, 27051585, 25692699, 36671355, 35468693, 34525365, 34253728, 32250220, 26194095, 24137163, 38259467, 38256140, 38255948, 38254883, 38247970, 38247395, 38245564, 38244648, 38244400, 38243273, 38238738, 38236642, 38235490, 38235358, 38230499, 38229080, 38229027, 38227149, 38226451, 38225776, 33114263, 23827861","10801516, 10800207, 10800196, 10799834, 10796980, 10796730, 10795779, 10794555, 10794235, 10790211, 10785090, 10780906, 10780463, 10779093, 10777040, 10771839, 10768394, 10767459, 10766654, 10766350, 7519026, 7145827, 7127058, 10800207, 10796567, 10795779, 10794557, 10780463, 10780092, 10779093, 10778654, 10772641, 10771111, 10770169, 10766654, 10765009, 10761161, 10761154, 10761021, 10760167, 10759424, 10758498, 10756490, 10802810, 10802798, 10802683, 10802158, 10802103, 10801732, 10801516, 10801496, 10801329, 10801243, 10800980, 10800970, 10800960, 10800934, 10800892, 10800824, 10800775, 10800726, 10800505, 10800390, 10801516, 10800207, 10800091, 10796730, 10794555, 10792149, 10779093, 10778654, 10777040, 10768398, 10767372, 10761154, 10759599, 10758498, 10756490, 10755504, 10745176, 10744055, 10742859, 10740941"
"30279518, 30109253, 28633443, 28428272, 28089111, 24997475, 23941831, 19079221, 31605691, 30279518, 30109253, 28633443, 28428272, 28296825, 28089111, 26026389, 25887922, 24997475, 23941831, 19079221, 15841713","10793679, 10790632, 10778579, 10774140, 10742859, 10730201, 10715588, 10710162, 10706695, 10701916, 10688821, 10795709, 10778672, 10761908, 10757071, 10741039, 10731797, 10730173, 10729308, 9994512, 10793679, 10790632, 10778579, 10774140, 10757477, 10742859, 10730201, 10715588, 10710162, 10706695, 10701916, 10688821, 10795709, 10791498, 10778672, 10761908, 10757071, 10741039, 10731797, 10730173"
,
"38026194, 37812892, 37749885, 37652008, 37114045, 36778381, 36681226, 36627936, 36372810, 36161939, 36142193, 36101343, 35805965, 35471119, 35414032, 35393949, 35102343, 34868019, 34354708, 34233192, 23896954, 11081397, 9150127, 38158691, 36660362, 35850197, 35675701, 34946184, 34692176, 34438018, 34313538, 33990686, 33917379, 33635174, 33536224, 33300552, 32857194, 31681784, 31294385, 31294381, 30972059, 30959861, 30901846, 38258906, 38189580, 38065263, 37996842, 37865178, 37849974, 37843108, 37836692, 37817517, 37749611, 37586618, 37504971, 37197438, 37052218, 36941715, 36807140, 36713428, 36707899, 36646382, 36614212, 38133321, 37842912, 36037202, 35426367, 35339113, 34246792, 33523448, 32582668, 32008133, 31921117, 31376032, 30940601, 30659231, 30403550, 29140405, 29089374, 26385573, 25943273, 25517879, 25385227, 38255150, 38154276, 38140362, 38124090, 38059752, 38003220, 37903378, 37873588, 37820403, 37813835, 37812892, 37798913, 37739064, 37734910, 37694693, 37672855, 37586320, 37569505, 37536035, 37526424, 37114045, 36372810, 36142193, 35102343, 34868019, 34233192, 33912578, 32582668, 32550748, 31570564, 31189465, 30984202, 30962426, 30552020, 30252029, 30042998, 30010734, 29980608, 29195141, 28827067, 38133321, 37842912, 36037202, 35339113, 33523448, 32582668, 31376032, 29179969, 29140405, 25943273, 25517879, 16035068, 12054088","10800300, 10800091, 10799834, 10798865, 10797652, 10796567, 10796354, 10795475, 10794555, 10785269, 10779938, 10777963, 10777435, 10776137, 10771839, 10771111, 10770587, 10770137, 10768624, 10766425, 10792788, 10790211, 10727067, 10719430, 10667101, 10661721, 10645063, 10594506, 10570452, 10565347, 10536954, 10380918, 10247274, 10599833, 10532348, 10455156, 10376920, 10354135, 10285162, 10213403, 10800207, 10797776, 10760167, 10734524, 10716304, 10708184, 10705213, 10703311, 10800223, 10777618, 10750769, 10750181, 10745349, 10741078, 10739422, 10715516, 10705913, 10699657, 10691104, 10685668, 10800207, 10800196, 10800089, 10799834, 10797776, 10797652, 10796730, 10796567, 10795779, 10795475, 10794845, 10794555, 10791998, 10790211, 10785269, 10785090, 10783791, 10782298, 10780634, 10780463, 10799834, 10790211, 10779093, 10766654, 10764504, 10763188, 10744055, 10743981, 10734567, 10723093, 10719430, 10716256, 10715428, 10710433, 10708094, 10701738, 10694457, 10790818, 10778449, 10776407, 10795779, 10790211, 10785090, 10780906, 10780763, 10776420, 10766395, 10753798, 10746484, 10742859, 10716308, 10714758, 10705213, 10701422, 10697536, 10694262, 10689445, 10802990, 10782967, 10776411, 10800091, 10797652, 10795475, 10771111, 10770587, 10770137, 10766425, 10758062, 10758001, 10744089, 10724268, 10697736, 10787791, 10764195, 10763646, 10761908, 10761717, 10758836, 10758261, 10757071, 10799834, 10769809, 10764504, 10744055, 10743981, 10754533, 10751364, 10745900, 10740531, 10739542, 10725964, 10724401, 10722970, 10704945, 10693577, 10680833, 10667101, 10661721, 10653841, 10645063"
"38258906, 38248835, 38177086, 38151490, 38124090, 38070244, 38069446, 38065263, 38033588, 38004116, 37983927, 37971273, 37949638, 37936149, 37898344, 37886485, 37882738, 37881499, 37875976, 37873404, 36860849, 36410025, 36232432, 35371619, 34112196, 34021704, 32920851, 30411335, 30392911, 30103545, 27220087, 27040468, 25692699, 25170192, 24102406, 23558973, 22314561, 22119709, 22000604, 20808919, 37370812, 31811372, 29027468, 25667476, 24468454, 24030234, 23941831, 23660935, 21660477, 19079771, 16573174, 37335731, 36994851, 36806873, 36695985, 36447540, 36430302, 36399769, 36198850, 35798022, 35771958, 35753410, 35697499, 35663711, 35645542, 35380348, 35321275, 35284127, 35013389, 37461972, 34749618, 38258906, 38255916, 38190238, 38189580, 38172977, 38151490, 38130639, 38106420, 38096956, 38070244, 38065263, 38026194, 37968625, 37963876, 37953693, 37901448, 37891901, 37885171, 37882738, 37881499, 38258906, 38177086, 38112601, 38070244, 38069446, 38065263, 38038385, 37993058, 37949638, 37936149, 37891965, 37882738, 37881499, 37875976, 37841565, 37834994, 37818653, 37815870, 37779168, 37773196, 38258020, 38257863, 38255916, 38247868, 38246590, 38238335, 38231408, 38227799, 38225565, 38203843, 38203712, 38194476, 38178260, 38175472, 38168274, 38168138, 38165179, 38164789, 38163085, 38156400","10801111, 10800578, 10800310, 10800207, 10800196, 10800157, 10800091, 10798911, 10798865, 10798862, 10798365, 10797776, 10797657, 10797652, 10796980, 10796730, 10796650, 10796567, 10796354, 10795779, 10800207, 10800196, 10800091, 10797776, 10796354, 10795779, 10794555, 10785269, 10782298, 10780463, 10779093, 10773624, 10767459, 10761161, 10758920, 10755504, 10744591, 10741936, 10734970, 10728740, 10800207, 10795375, 10773537, 10770074, 10761161, 10761154, 10749762, 10745176, 10704831, 10795709, 10775336, 10770641, 10741039, 10718061, 10704913, 10701609, 10660008, 10654077, 10650475, 10643376, 10800207, 10796980, 10796567, 10796354, 10795375, 10790632, 10785269, 10778587, 10778579, 10774140, 10773537, 10772794, 10770074, 10768398, 10766395, 10763354, 10761161, 10761154, 10758498, 10758001, 10801516, 10801111, 10800300, 10800207, 10800091, 10800089, 10799834, 10798865, 10797776, 10796980, 10796730, 10796650, 10796567, 10796354, 10795779, 10795475, 10794845, 10794815, 10794624, 10794557, 10801516, 10801111, 10800310, 10800157, 10800091, 10798911, 10798865, 10798365, 10797776, 10797652, 10796980, 10796567, 10796354, 10795475, 10794815, 10794557, 10794555, 10794235, 10793686, 10790632, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800196, 10800157, 10800091, 10800089, 10799925, 10799834, 10798865, 10798862, 10798365, 10797776, 10797657, 10797652, 10796980, 10796730"
"38181823, 38177086, 38052229, 37933950, 37818653, 37817517, 37780399, 37739064, 37580334, 37515676, 37508557, 37491256, 37487380, 37370191, 37344396, 37210613, 37108484, 37107423, 36992690, 36988432, 36235004, 31209308, 31209308, 38255320, 38231408, 38168138, 38098663, 37916431, 37848840, 37814601, 37789460, 37780399, 37779168, 37762155, 37734910, 37580108, 37550534, 37499955, 37444313, 37383609, 37337895, 37299439, 37292900","10800578, 10800207, 10797776, 10797657, 10796631, 10796354, 10795475, 10794557, 10786686, 10786629, 10780906, 10779093, 10778919, 10777963, 10772641, 10770587, 10770264, 10770260, 10770169, 10770137, 10794557, 10780634, 10772641, 10770169, 10766654, 10758001, 10732497, 10723344, 10720808, 10710114, 10694262, 10791971, 10778838, 10758035, 10742272, 10732030, 10729308, 10727946, 10727943, 10715516, 10800207, 10798911, 10798365, 10795779, 10794815, 10793686, 10779203, 10777963, 10776420, 10773886, 10773633, 10772641, 10769871, 10766395, 10763354, 10761161, 10752892, 10745951, 10739899, 10734524, 10800207, 10798911, 10798365, 10795779, 10794815, 10793686, 10779203, 10777963, 10776420, 10773886, 10773633, 10772641, 10769871, 10766395, 10763354, 10761161, 10752892, 10745951, 10739899, 10734524, 10800310, 10800300, 10800207, 10800196, 10799834, 10798865, 10797776, 10797652, 10796730, 10796567, 10796354, 10795779, 10795475, 10794624, 10794557, 10794555, 10794526, 10794235, 10791998, 10791026"
"38258020, 38257863, 38255916, 38247868, 38246590, 38238335, 38231408, 38227799, 38225565, 38203843, 38203712, 38194476, 38178260, 38175472, 38168274, 38168138, 38165179, 38164789, 38163085, 38156400, 38258020, 38255916, 38246590, 38238335, 38226896, 38219386, 38203712, 38196386, 38194476, 38181823, 38172977, 38164789, 38154276, 38145852, 38137947, 38126747, 38077158, 38076401, 38073022, 38069446, 38115672, 38059748, 37504266, 36769019, 36293326, 36208952, 36162004, 35858565, 35814647, 35765551, 35560165, 35458585, 35401545, 35393656, 34502078, 34361657, 33844987, 33813134, 33656032, 33625549, 38259389, 38258906, 38258020, 38255916, 38247868, 38246590, 38244236, 38241751, 38233198, 38227799, 38226896, 38219386, 38203843, 38203747, 38203712, 38196386, 38194476, 38191834, 38178260, 38177086","10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800196, 10800157, 10800091, 10800089, 10799834, 10798865, 10798862, 10798365, 10797776, 10797657, 10797652, 10796980, 10796730, 10796631, 10801516, 10800578, 10800310, 10800207, 10800157, 10800091, 10799925, 10798365, 10797776, 10797657, 10797652, 10796980, 10796730, 10796567, 10796354, 10795779, 10795475, 10794845, 10794624, 10794557, 10800207, 10797776, 10797570, 10795779, 10795475, 10794845, 10794557, 10785688, 10780906, 10779093, 10778654, 10773633, 10772641, 10770260, 10770137, 10767319, 10766425, 10766350, 10764071, 10763846, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800157, 10800091, 10799925, 10798911, 10798865, 10798365, 10797776, 10797657, 10797652, 10796980, 10796650, 10796567, 10796354, 10795779"
